region_code,region_name,year,hiv_total,hiv_h,hiv_f,hiv_m,hep_b_total,hep_c_total,hep_b_m,hep_b_f,following,loss_of_follow,new_users,population,pct_new_users,pct_following,health_expend,cash_transfer_expend,gdpp,pop20_24,covid_per_capita,state_code
240010,Pau dos Ferros,2021,12,4,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239927.0,0.0,0.0,1150.022045455493,205.36974942378305,,7.303703918275141,0.12893921901244962,24
240010,Pau dos Ferros,2022,7,3,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239927.0,0.0,0.0,,,,,0.16252443451549847,24
240011,Açu,2013,34,4,11,23,3.0,1.0,2.0,1.0,0.0,0.0,0.0,239893.0,0.0,0.0,636.3714447274409,370.0332426540165,24.510941503086794,8.95424743531491,0.0,24
240011,Açu,2014,41,1,14,27,7.0,3.0,1.0,6.0,0.0,0.0,0.0,239893.0,0.0,0.0,709.0739908625928,373.27805167303757,25.082105897212507,8.710923203261453,0.0,24
240011,Açu,2015,39,6,12,27,2.0,5.0,0.0,2.0,0.0,0.0,0.0,239893.0,0.0,0.0,750.4667610976559,334.66641423467956,25.960119094763083,8.504444314756995,0.0,24
240011,Açu,2016,34,2,13,21,3.0,4.0,2.0,1.0,0.0,0.0,0.0,239893.0,0.0,0.0,774.3476544959625,326.6815453973229,24.568682746057615,8.426588770826992,0.0,24
240011,Açu,2017,31,5,7,24,4.0,3.0,3.0,1.0,0.0,0.0,0.0,239893.0,0.0,0.0,774.8814737820612,326.20996936134026,23.939037404176027,8.386449708828518,0.0,24
240011,Açu,2018,54,8,19,35,3.0,11.0,2.0,1.0,0.0,0.0,0.0,239893.0,0.0,0.0,902.437276535789,337.498468859033,24.98297024089907,8.358039917796683,0.0,24
240011,Açu,2019,39,3,14,25,2.0,4.0,0.0,2.0,0.0,0.0,0.0,239893.0,0.0,0.0,990.0808967331271,328.3286694484624,26.443049651302868,8.304571121291575,0.0,24
240011,Açu,2020,29,8,8,21,0.0,2.0,0.0,0.0,0.0,0.0,0.0,239893.0,0.0,0.0,1080.1145218493243,88.61984989140991,24.410258865410828,8.205155715256385,0.03026349247372787,24
240011,Açu,2021,32,7,9,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239893.0,0.0,0.0,1284.451556652341,137.76954112875322,,8.096995868991593,0.1177108127373454,24
240011,Açu,2022,15,3,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239893.0,0.0,0.0,,,,,0.14342227576461172,24
250001,João Pessoa,2013,279,41,81,198,151.0,53.0,74.0,77.0,0.0,0.0,0.0,1394851.0,0.0,0.0,598.1968950877191,281.0760206502342,26.42156265436237,8.935744348321078,0.0,25
250001,João Pessoa,2014,326,37,110,216,110.0,42.0,69.0,41.0,0.0,0.0,0.0,1394851.0,0.0,0.0,646.5061616330345,300.60897812024365,27.885432264808216,8.776024550292467,0.0,25
250001,João Pessoa,2015,334,61,97,237,40.0,56.0,19.0,21.0,0.0,0.0,0.0,1394851.0,0.0,0.0,658.9084830566131,280.74494191852756,26.79532817483731,8.63285355209983,0.0,25
250001,João Pessoa,2016,274,28,63,211,50.0,54.0,37.0,13.0,0.0,0.0,0.0,1394851.0,0.0,0.0,659.2571678050199,279.592547791843,25.41787528560398,8.619813141331942,0.0,25
250001,João Pessoa,2017,345,69,84,261,55.0,96.0,31.0,24.0,0.0,0.0,0.0,1394851.0,0.0,0.0,688.2653776568247,275.6467887466116,25.837776199751804,8.619695343803746,0.0,25
250001,João Pessoa,2018,351,60,106,245,82.0,82.0,54.0,28.0,74.0,11.0,74.0,1394851.0,1.2333333333333334,1.2333333333333334,723.8256965797781,275.6536392345849,25.067492291291327,8.61633126405616,0.0,25
250001,João Pessoa,2019,386,53,105,281,89.0,75.0,54.0,35.0,107.0,52.0,33.0,1394851.0,0.6226415094339622,2.018867924528302,777.0663630882441,268.74680060450896,25.296511441006967,8.609943786110486,0.0,25
250001,João Pessoa,2020,327,35,84,243,18.0,16.0,8.0,10.0,106.0,55.0,-1.0,1394851.0,0.0,3.0285714285714285,870.9476743035636,77.82874886995097,23.84228789311546,8.583988985203437,0.04677919003535145,25
250001,João Pessoa,2021,271,33,67,204,0.0,0.0,0.0,0.0,196.0,76.0,90.0,1394851.0,2.727272727272727,5.9393939393939394,957.457883852827,111.79841484144183,,8.552047487509416,0.11352538729943198,25
250001,João Pessoa,2022,124,14,24,100,0.0,0.0,0.0,0.0,312.0,104.0,116.0,1394851.0,8.285714285714286,22.285714285714285,,,,,0.13623046475931838,25
250002,Guarabira,2013,19,3,8,11,6.0,2.0,1.0,5.0,0.0,0.0,0.0,320010.0,0.0,0.0,393.54955060779344,492.1287638823786,11.022310115308896,8.868576669479081,0.0,25
250002,Guarabira,2014,19,2,9,10,11.0,0.0,3.0,8.0,0.0,0.0,0.0,320010.0,0.0,0.0,471.7276758851285,510.74216152620215,11.563276366363551,8.947453767069778,0.0,25
250002,Guarabira,2015,23,1,9,14,4.0,3.0,0.0,4.0,0.0,0.0,0.0,320010.0,0.0,0.0,471.7747435705133,467.9800485922316,11.620821724321114,9.02102684291116,0.0,25
250002,Guarabira,2016,19,3,7,12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,320010.0,0.0,0.0,494.2685993875191,449.2870806849786,11.676741289334709,8.887427080403738,0.0,25
250002,Guarabira,2017,18,1,7,11,1.0,4.0,1.0,0.0,0.0,0.0,0.0,320010.0,0.0,0.0,505.28062582419295,442.8892329302209,11.903324114871408,8.759072560232495,0.0,25
250002,Guarabira,2018,22,3,7,15,10.0,3.0,5.0,5.0,0.0,0.0,0.0,320010.0,0.0,0.0,566.3725993875191,440.72678031936493,11.517132683353646,8.610736226992902,0.0,25
250002,Guarabira,2019,28,0,12,16,4.0,3.0,0.0,4.0,0.0,0.0,0.0,320010.0,0.0,0.0,604.3518180369363,429.05545045467323,11.728228086622293,8.450412674603918,0.0,25
250002,Guarabira,2020,18,2,5,13,1.0,0.0,1.0,0.0,0.0,0.0,0.0,320010.0,0.0,0.0,754.6625334208306,119.08578478797538,11.37568344739227,8.290124308615354,0.04877660073122715,25
250002,Guarabira,2021,12,0,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320010.0,0.0,0.0,827.5792100559358,203.21018124433616,,8.084514733914565,0.1125746070435299,25
250002,Guarabira,2022,6,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320010.0,0.0,0.0,,,,,0.13508952845223587,25
250003,Mamanguape - Rio Tinto,2013,25,4,7,18,6.0,2.0,1.0,5.0,0.0,0.0,0.0,145176.0,0.0,0.0,354.76941973879985,450.16036335206917,13.286596131592,9.171954799691411,0.0,25
250003,Mamanguape - Rio Tinto,2014,27,0,11,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,145176.0,0.0,0.0,421.82056772469275,470.5226916983523,13.767845511654818,9.248320176888742,0.0,25
250003,Mamanguape - Rio Tinto,2015,33,2,10,23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,145176.0,0.0,0.0,445.3580386565273,437.6456339890891,13.734173554857552,9.3114436959277,0.0,25
250003,Mamanguape - Rio Tinto,2016,20,1,6,14,0.0,3.0,0.0,0.0,0.0,0.0,0.0,145176.0,0.0,0.0,460.5510433542734,430.5113177797984,14.228090317958893,9.211950804540693,0.0,25
250003,Mamanguape - Rio Tinto,2017,21,1,8,13,3.0,5.0,1.0,2.0,0.0,0.0,0.0,145176.0,0.0,0.0,466.5828966909132,447.8543272303962,13.27196740508073,9.114609508458697,0.0,25
250003,Mamanguape - Rio Tinto,2018,20,2,8,12,3.0,7.0,2.0,1.0,0.0,0.0,0.0,145176.0,0.0,0.0,568.6645016393894,471.57612318840586,13.219821526974156,9.012242794952334,0.0,25
250003,Mamanguape - Rio Tinto,2019,29,3,7,22,8.0,4.0,3.0,5.0,0.0,0.0,0.0,145176.0,0.0,0.0,598.4049624593596,469.51480657959996,13.203752893040171,8.898503402766297,0.0,25
250003,Mamanguape - Rio Tinto,2020,14,0,5,9,3.0,0.0,1.0,2.0,0.0,0.0,0.0,145176.0,0.0,0.0,787.9660474183061,133.14403117595197,12.916529729431861,8.771858847192373,0.055959662754174244,25
250003,Mamanguape - Rio Tinto,2021,20,1,8,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145176.0,0.0,0.0,853.7845734143385,202.48275803163057,,8.60361099630793,0.10368793740012124,25
250003,Mamanguape - Rio Tinto,2022,7,3,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145176.0,0.0,0.0,,,,,0.12442552488014547,25
250004,Itabaiana,2013,8,1,4,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,66339.0,0.0,0.0,409.420293191034,528.4566095358689,10.339708165634093,8.902698714180193,0.0,25
250004,Itabaiana,2014,4,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66339.0,0.0,0.0,468.46271996864596,576.4584089298904,10.772069370958262,9.023296100333136,0.0,25
250004,Itabaiana,2015,3,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66339.0,0.0,0.0,457.665309094198,544.0367343493269,10.935970695970695,9.145538672575709,0.0,25
250004,Itabaiana,2016,3,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66339.0,0.0,0.0,480.0251681514644,535.9412666757111,11.075073033961923,8.967398664435702,0.0,25
250004,Itabaiana,2017,6,2,0,6,2.0,0.0,1.0,1.0,0.0,0.0,0.0,66339.0,0.0,0.0,515.3238475105142,555.260511313104,11.223492967937412,8.781531376716561,0.0,25
250004,Itabaiana,2018,2,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66339.0,0.0,0.0,595.5721827281087,549.120136119025,11.209266947044723,8.571677143158624,0.0,25
250004,Itabaiana,2019,5,0,2,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66339.0,0.0,0.0,602.0202452554304,531.422576764799,11.1745549375179,8.36179984624429,0.0,25
250004,Itabaiana,2020,8,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66339.0,0.0,0.0,760.6536128069462,151.24143098328284,11.426345739308704,8.140844751955862,0.04177030102956029,25
250004,Itabaiana,2021,3,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66339.0,0.0,0.0,816.3041171859691,261.6046551802107,,7.900246762839356,0.09305235231161157,25
250004,Itabaiana,2022,6,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66339.0,0.0,0.0,,,,,0.11166282277393388,25
250005,Campina Grande,2013,88,13,35,53,19.0,10.0,10.0,9.0,0.0,0.0,0.0,934615.0,0.0,0.0,496.50677703653406,361.7589509798152,17.218638947588044,8.976936396270123,0.0,25
250005,Campina Grande,2014,92,13,24,68,8.0,7.0,5.0,3.0,0.0,0.0,0.0,934615.0,0.0,0.0,551.4215256870476,386.88116854533683,17.89214451940104,8.923855095413618,0.0,25
250005,Campina Grande,2015,97,10,31,66,8.0,12.0,6.0,2.0,0.0,0.0,0.0,934615.0,0.0,0.0,577.3256867908177,357.19197831192525,17.665284764314723,8.86963605334817,0.0,25
250005,Campina Grande,2016,81,4,30,51,3.0,18.0,3.0,0.0,0.0,0.0,0.0,934615.0,0.0,0.0,604.5867022142805,346.647232796392,17.078704439796066,8.772087105385644,0.0,25
250005,Campina Grande,2017,99,6,31,68,9.0,15.0,3.0,6.0,0.0,0.0,0.0,934615.0,0.0,0.0,630.4527903468276,330.8624949845658,17.019450351214132,8.674675283405469,0.0,25
250005,Campina Grande,2018,87,5,23,64,10.0,21.0,6.0,4.0,1.0,0.0,1.0,934615.0,0.2,0.2,682.8364900199546,322.7853451635165,17.090183423120752,8.570869652209733,0.0,25
250005,Campina Grande,2019,81,3,19,62,8.0,14.0,3.0,5.0,2.0,1.0,1.0,934615.0,0.3333333333333333,0.6666666666666666,730.2119735506064,312.1104921170749,16.99343299647448,8.460123869186777,0.0,25
250005,Campina Grande,2020,65,3,15,50,3.0,1.0,2.0,1.0,2.0,0.0,0.0,934615.0,0.0,0.6666666666666666,913.2887460291134,86.73124358158172,16.87202164527639,8.336491218309142,0.03394659833193347,25
250005,Campina Grande,2021,82,16,21,61,0.0,0.0,0.0,0.0,3.0,0.0,1.0,934615.0,0.0625,0.1875,977.4877868962086,137.63155442615414,,8.230358650353354,0.09956720146798415,25
250005,Campina Grande,2022,21,2,2,19,0.0,0.0,0.0,0.0,45.0,7.0,42.0,934615.0,21.0,22.5,,,,,0.11948064176158096,25
250006,Cuité - Nova Floresta,2013,4,1,2,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,94522.0,0.0,0.0,519.9085818116416,565.2599751380632,9.958456761388883,8.609765134042869,0.0,25
250006,Cuité - Nova Floresta,2014,10,0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94522.0,0.0,0.0,572.7468645394724,593.442138867142,10.270859694039483,8.441258331393747,0.0,25
250006,Cuité - Nova Floresta,2015,5,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94522.0,0.0,0.0,602.3546481242461,567.8640058399102,10.23346099320793,8.259394744080744,0.0,25
250006,Cuité - Nova Floresta,2016,7,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94522.0,0.0,0.0,607.9531677281481,577.0160792196526,10.064619030490256,8.276303294471129,0.0,25
250006,Cuité - Nova Floresta,2017,7,0,4,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,94522.0,0.0,0.0,580.6524536086837,570.9975026977846,10.211391527898266,8.287223397727512,0.0,25
250006,Cuité - Nova Floresta,2018,5,0,1,4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,94522.0,0.0,0.0,689.149473667506,568.2297455618798,10.094519159560738,8.293051670510568,0.0,25
250006,Cuité - Nova Floresta,2019,4,0,1,3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,94522.0,0.0,0.0,772.1531600050782,549.4652867057405,10.05158449884683,8.286897441865385,0.0,25
250006,Cuité - Nova Floresta,2020,4,1,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,94522.0,0.0,0.0,846.5557795010685,149.00494022555594,9.72048919828188,8.277823575463911,0.024100209475042846,25
250006,Cuité - Nova Floresta,2021,7,1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94522.0,0.0,0.0,978.5604346078164,274.65185819174377,,8.084224413364083,0.09904572480480735,25
250006,Cuité - Nova Floresta,2022,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94522.0,0.0,0.0,,,,,0.11885486976576883,25
250007,Monteiro,2013,9,0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56336.0,0.0,0.0,598.1927501065038,469.9065730616301,11.955385011360406,8.329439257313265,0.0,25
250007,Monteiro,2014,2,0,1,1,5.0,0.0,3.0,2.0,0.0,0.0,0.0,56336.0,0.0,0.0,693.5857148182334,469.62019064186313,12.99258005538199,8.31432991337688,0.0,25
250007,Monteiro,2015,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56336.0,0.0,0.0,733.6383894845214,433.08576363249085,14.065568730474297,8.301331475433114,0.0,25
250007,Monteiro,2016,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,56336.0,0.0,0.0,723.9493020448735,436.9602309358137,14.285782448168131,8.273969397898325,0.0,25
250007,Monteiro,2017,3,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56336.0,0.0,0.0,829.606247692417,440.8138531312128,14.975597841522298,8.242197351604657,0.0,25
250007,Monteiro,2018,6,1,4,2,4.0,0.0,1.0,3.0,0.0,0.0,0.0,56336.0,0.0,0.0,899.7686039122408,433.17647578812836,14.999801547855723,8.215377378585629,0.0,25
250007,Monteiro,2019,9,1,1,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56336.0,0.0,0.0,991.3161694120988,424.2904979054246,15.269781844646406,8.178073523146834,0.0,25
250007,Monteiro,2020,2,0,1,1,2.0,0.0,1.0,1.0,0.0,0.0,0.0,56336.0,0.0,0.0,1154.4970990130644,111.86858048139733,14.636736722522013,8.121807547571713,0.032341664299914794,25
250007,Monteiro,2021,5,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56336.0,0.0,0.0,1270.3083555808012,164.75884514342513,,7.941225149105368,0.1158229196251065,25
250007,Monteiro,2022,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56336.0,0.0,0.0,,,,,0.13898750355012782,25
250008,Sumé,2013,3,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52305.0,0.0,0.0,607.8759885288213,572.4645936334958,10.122461141382276,8.190698212407991,0.0,25
250008,Sumé,2014,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52305.0,0.0,0.0,695.4909291654718,582.9950805850301,10.509266800497084,8.164400344135359,0.0,25
250008,Sumé,2015,6,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52305.0,0.0,0.0,713.2701814358093,524.4624714654431,11.134711021890833,8.088415447853933,0.0,25
250008,Sumé,2016,3,0,1,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,52305.0,0.0,0.0,810.891938629194,523.2734164993786,10.653569830800114,7.92889475193576,0.0,25
250008,Sumé,2017,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52305.0,0.0,0.0,778.0289417837683,516.1515799636746,10.946350444508173,7.782417550903355,0.0,25
250008,Sumé,2018,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52305.0,0.0,0.0,800.6460760921518,513.1144831278081,10.696303986234586,7.624637797533697,0.0,25
250008,Sumé,2019,3,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52305.0,0.0,0.0,953.4060107064334,498.8496290985566,10.664799158780232,7.459766561514195,0.0,25
250008,Sumé,2020,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52305.0,0.0,0.0,1222.9093702322914,133.71373272153713,10.541345760443551,7.281060892840072,0.035025332186215466,25
250008,Sumé,2021,7,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52305.0,0.0,0.0,1193.0076608354843,232.76144957461048,,7.189733677468694,0.1091100277220151,25
250008,Sumé,2022,3,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52305.0,0.0,0.0,,,,,0.1309320332664181,25
250009,Patos,2013,24,3,11,13,3.0,1.0,2.0,1.0,0.0,0.0,0.0,264920.0,0.0,0.0,483.0170922542655,459.749567794051,12.59834176355126,8.731894647440736,0.0,25
250009,Patos,2014,10,2,3,7,5.0,4.0,1.0,4.0,0.0,0.0,0.0,264920.0,0.0,0.0,557.7084841839046,486.4968169258644,13.335187792541145,8.60265510342745,0.0,25
250009,Patos,2015,19,1,5,14,1.0,3.0,0.0,1.0,0.0,0.0,0.0,264920.0,0.0,0.0,558.9150702853691,456.6721867733655,13.2750547712517,8.473541672957875,0.0,25
250009,Patos,2016,27,4,8,19,0.0,2.0,0.0,0.0,0.0,0.0,0.0,264920.0,0.0,0.0,576.0579108032613,445.8955060018119,13.196547448286275,8.43188154914691,0.0,25
250009,Patos,2017,25,3,10,15,0.0,3.0,0.0,0.0,0.0,0.0,0.0,264920.0,0.0,0.0,646.3685653404802,441.4792362600031,13.72010154008757,8.3940452589461,0.0,25
250009,Patos,2018,20,3,3,17,3.0,8.0,1.0,2.0,0.0,0.0,0.0,264920.0,0.0,0.0,768.3303429337159,437.2273761890382,13.566829193718862,8.35390944436056,0.0,25
250009,Patos,2019,19,3,4,15,2.0,8.0,0.0,2.0,0.0,0.0,0.0,264920.0,0.0,0.0,751.8676071644269,420.52574331873774,13.789312811414767,8.306808206250942,0.0,25
250009,Patos,2020,11,1,1,10,1.0,2.0,1.0,0.0,1.0,0.0,1.0,264920.0,1.0,1.0,930.7978348558055,116.995142835573,13.736562471689568,8.249133512003622,0.04049146912275404,25
250009,Patos,2021,18,1,9,9,0.0,0.0,0.0,0.0,1.0,1.0,0.0,264920.0,0.0,1.0,1021.3936451381549,203.2819154839197,,8.174305488449344,0.10200060395591122,25
250009,Patos,2022,12,2,1,11,0.0,0.0,0.0,0.0,16.0,9.0,15.0,264920.0,7.5,8.0,,,,,0.12240072474709347,25
250010,Itaporanga,2013,3,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123694.0,0.0,0.0,596.0303857098971,527.0396544699017,10.043335165812408,9.047423965592511,0.0,25
250010,Itaporanga,2014,6,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123694.0,0.0,0.0,673.8730501883681,549.8504066486653,10.649365773602604,8.96632019338044,0.0,25
250010,Itaporanga,2015,7,1,3,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,123694.0,0.0,0.0,699.0155108574385,510.5342769253156,10.491992335925753,8.882318948372598,0.0,25
250010,Itaporanga,2016,9,0,2,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,123694.0,0.0,0.0,714.1892340776432,509.12944427377244,10.23063681342668,8.672943877633514,0.0,25
250010,Itaporanga,2017,2,0,1,1,1.0,2.0,0.0,1.0,0.0,0.0,0.0,123694.0,0.0,0.0,778.5526728054716,499.5186924183872,10.550866735654111,8.473128688537845,0.0,25
250010,Itaporanga,2018,7,0,3,4,2.0,0.0,1.0,1.0,0.0,0.0,0.0,123694.0,0.0,0.0,863.0342394942357,486.9848169676783,10.381546962665935,8.256601937038175,0.0,25
250010,Itaporanga,2019,6,1,2,4,1.0,4.0,1.0,0.0,0.0,0.0,0.0,123694.0,0.0,0.0,876.9753197406504,470.0014628842142,10.417127993273725,8.027195902792375,0.0,25
250010,Itaporanga,2020,4,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123694.0,0.0,0.0,1142.1006723042344,137.04613538247614,10.200257086034892,7.79721724578395,0.031755784435785084,25
250010,Itaporanga,2021,12,2,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123694.0,0.0,0.0,1246.85000363801,233.608038870115,,7.6540512878555145,0.09807266318495643,25
250010,Itaporanga,2022,3,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123694.0,0.0,0.0,,,,,0.1176871958219477,25
250011,Catolé do Rocha - São Bento,2013,5,0,3,2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,117973.0,0.0,0.0,488.3262181177049,416.9631537724734,10.958121434565536,8.98849245166267,0.0,25
250011,Catolé do Rocha - São Bento,2014,5,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117973.0,0.0,0.0,534.5223549456231,420.1469166673731,11.836690429165996,8.879565748094905,0.0,25
250011,Catolé do Rocha - São Bento,2015,9,2,5,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,117973.0,0.0,0.0,550.2642543632865,384.5048499232875,12.043687114848314,8.768775312995345,0.0,25
250011,Catolé do Rocha - São Bento,2016,5,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117973.0,0.0,0.0,585.2456484958423,366.53927161299623,12.154732947369311,8.636653132496418,0.0,25
250011,Catolé do Rocha - São Bento,2017,4,1,1,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,117973.0,0.0,0.0,652.5688938146866,359.4494250379324,12.5468958999093,8.524662083697116,0.0,25
250011,Catolé do Rocha - São Bento,2018,11,4,2,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,117973.0,0.0,0.0,723.552657218177,362.832264331669,12.259474540784757,8.402078017851544,0.0,25
250011,Catolé do Rocha - São Bento,2019,9,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117973.0,0.0,0.0,752.4912118027005,356.15342875064636,12.69122036398159,8.272384359133023,0.0,25
250011,Catolé do Rocha - São Bento,2020,8,2,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,117973.0,0.0,0.0,905.0605358005645,95.94408890169785,12.296828087782798,8.131242487687862,0.05836081137209361,25
250011,Catolé do Rocha - São Bento,2021,12,3,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117973.0,0.0,0.0,946.4488026921414,147.4068760648623,,8.07389165317488,0.1378620531816602,25
250011,Catolé do Rocha - São Bento,2022,5,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117973.0,0.0,0.0,,,,,0.16543446381799223,25
250012,Pombal,2013,4,0,2,2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,67190.0,0.0,0.0,551.4873254948653,478.9065051346926,10.99144232772734,8.472124720940617,0.0,25
250012,Pombal,2014,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67190.0,0.0,0.0,637.2438086024707,505.18015612442326,11.59431611847001,8.395937490698019,0.0,25
250012,Pombal,2015,7,0,2,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,67190.0,0.0,0.0,604.8357846405714,472.72989700848336,11.856244530436078,8.284946867093316,0.0,25
250012,Pombal,2016,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67190.0,0.0,0.0,616.9117084387557,459.6551812769757,11.79483301086471,8.099677779431465,0.0,25
250012,Pombal,2017,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67190.0,0.0,0.0,637.6647999702337,455.48717606786727,12.01176797142432,7.922671379669593,0.0,25
250012,Pombal,2018,6,1,2,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,67190.0,0.0,0.0,725.53241940765,456.28281247209407,12.07233680607233,7.722548444709035,0.0,25
250012,Pombal,2019,3,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67190.0,0.0,0.0,820.495495460634,442.08818276529246,12.157290370590863,7.531026343205834,0.0,25
250012,Pombal,2020,9,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67190.0,0.0,0.0,984.0521440690578,121.72330287245126,12.150583420151808,7.32524051198095,0.038100907873195415,25
250012,Pombal,2021,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67190.0,0.0,0.0,1102.7404317606786,207.98668522101502,,7.240981098377734,0.13403780324453043,25
250012,Pombal,2022,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67190.0,0.0,0.0,,,,,0.16084536389343654,25
250013,Princesa Isabel,2013,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62733.0,0.0,0.0,457.7891503674303,522.762550332361,8.810471522165368,9.536389460092774,0.0,25
250013,Princesa Isabel,2014,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62733.0,0.0,0.0,557.5210382095547,535.3055595938342,9.23223088326718,9.532602776847911,0.0,25
250013,Princesa Isabel,2015,2,0,1,1,2.0,2.0,1.0,1.0,0.0,0.0,0.0,62733.0,0.0,0.0,538.7925742432213,501.1310955956195,9.084647793027594,9.505524365166657,0.0,25
250013,Princesa Isabel,2016,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,62733.0,0.0,0.0,625.239291441506,512.7151650646391,9.558229480496708,9.228810673808043,0.0,25
250013,Princesa Isabel,2017,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62733.0,0.0,0.0,559.5295122184497,508.28140771204954,9.22843192578069,8.95822979930818,0.0,25
250013,Princesa Isabel,2018,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62733.0,0.0,0.0,721.0192052030031,496.4671342036886,9.207877034415699,8.66133709530869,0.0,25
250013,Princesa Isabel,2019,2,0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,62733.0,0.0,0.0,783.6628323211071,479.0506661565683,9.442330671257551,8.364857252163935,0.0,25
