region_code,region_name,year,hiv_total,hiv_h,hiv_f,hiv_m,hep_b_total,hep_c_total,hep_b_m,hep_b_f,following,loss_of_follow,new_users,population,pct_new_users,pct_following,health_expend,cash_transfer_expend,gdpp,pop20_24,covid_per_capita,state_code
310009,Januária,2022,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150849.0,0.0,0.0,,,,,0.05652805123003798,31
310010,Pirapora,2013,5,0,2,3,3.0,1.0,1.0,2.0,0.0,0.0,0.0,146816.0,0.0,0.0,510.0557424258936,281.98744196817785,27.3465554163034,9.158523798496075,0.0,31
310010,Pirapora,2014,9,0,4,5,3.0,1.0,3.0,0.0,0.0,0.0,0.0,146816.0,0.0,0.0,574.168352223191,286.27917216107227,27.281525174367914,9.129547256429817,0.0,31
310010,Pirapora,2015,16,1,5,11,6.0,6.0,4.0,2.0,0.0,0.0,0.0,146816.0,0.0,0.0,630.0743603558195,258.0907520297515,20.969645270270274,9.113855506211857,0.0,31
310010,Pirapora,2016,8,1,3,5,13.0,8.0,4.0,9.0,0.0,0.0,0.0,146816.0,0.0,0.0,649.8105190170008,250.20314448016563,24.43587470030514,8.93486241281604,0.0,31
310010,Pirapora,2017,15,0,6,9,6.0,2.0,3.0,3.0,0.0,0.0,0.0,146816.0,0.0,0.0,728.2872268008937,236.06876055743243,25.387324678509152,8.772124904642546,0.0,31
310010,Pirapora,2018,12,1,4,8,8.0,5.0,5.0,3.0,0.0,0.0,0.0,146816.0,0.0,0.0,761.7310173278116,231.4580348190933,28.115700332388844,8.595536658129905,0.0,31
310010,Pirapora,2019,13,1,7,6,7.0,8.0,4.0,3.0,0.0,0.0,0.0,146816.0,0.0,0.0,828.1451501198779,219.01433140802092,28.370414464363556,8.390211761660854,0.0,31
310010,Pirapora,2020,13,0,1,12,0.0,0.0,0.0,0.0,2.0,0.0,2.0,146816.0,0.0,0.0,1031.3170142899955,69.85417536235832,27.669546711530074,8.137907108217087,0.02338301002615519,31
310010,Pirapora,2021,8,0,2,6,0.0,0.0,0.0,0.0,8.0,2.0,6.0,146816.0,0.0,0.0,1181.3924226923496,95.62201251907149,,7.9114110178727115,0.0915499673060157,31
310010,Pirapora,2022,3,0,2,1,0.0,0.0,0.0,0.0,12.0,4.0,4.0,146816.0,0.0,0.0,,,,,0.10985996076721884,31
310011,São Francisco,2013,2,0,1,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,112850.0,0.0,0.0,400.627900664599,411.37402348249884,10.492414532565352,9.79064288879043,0.0,31
310011,São Francisco,2014,5,0,2,3,5.0,0.0,2.0,3.0,0.0,0.0,0.0,112850.0,0.0,0.0,431.90578298626497,420.66233291980507,10.216324678777138,9.923898006202926,0.0,31
310011,São Francisco,2015,7,0,5,2,3.0,0.0,3.0,0.0,0.0,0.0,0.0,112850.0,0.0,0.0,469.5847783783784,384.85243225520605,10.340297208684092,10.067075852902082,0.0,31
310011,São Francisco,2016,5,0,1,4,2.0,0.0,1.0,1.0,0.0,0.0,0.0,112850.0,0.0,0.0,451.1885158174568,377.07315188303056,11.309536287106779,9.803528577758087,0.0,31
310011,São Francisco,2017,4,0,1,3,6.0,3.0,3.0,3.0,0.0,0.0,0.0,112850.0,0.0,0.0,492.9589542755871,372.73779858218876,10.739714311032344,9.534728843597696,0.0,31
310011,São Francisco,2018,4,2,1,3,7.0,3.0,2.0,5.0,0.0,0.0,0.0,112850.0,0.0,0.0,505.60719867080195,367.7634973859105,10.764119893664157,9.261754009747452,0.0,31
310011,São Francisco,2019,6,0,2,4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,112850.0,0.0,0.0,542.8932837394772,363.42310429774045,10.71683739477182,8.960531590607001,0.0,31
310011,São Francisco,2020,3,0,0,3,1.0,2.0,0.0,1.0,0.0,0.0,0.0,112850.0,0.0,0.0,696.383506335844,109.24868675232608,11.314679397430215,8.61148896765618,0.008028356225077537,31
310011,São Francisco,2021,4,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112850.0,0.0,0.0,794.9037993797076,180.59288046078865,,8.288337084625608,0.03884802835622508,31
310011,São Francisco,2022,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112850.0,0.0,0.0,,,,,0.046617634027470094,31
310012,Espinosa,2013,1,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,99380.0,0.0,0.0,381.4478323606359,372.4546589857114,9.823339605554438,9.046243610384382,0.0,31
310012,Espinosa,2014,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99380.0,0.0,0.0,518.2669797746025,385.8711507345542,9.771914369088348,9.156016602938218,0.0,31
310012,Espinosa,2015,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99380.0,0.0,0.0,470.90036325216334,344.3748043872006,10.0256147112095,9.236675890521232,0.0,31
310012,Espinosa,2016,3,0,1,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,99380.0,0.0,0.0,505.6776182330449,336.60111209498893,9.893584121553634,8.84291426846448,0.0,31
310012,Espinosa,2017,3,0,2,1,5.0,1.0,1.0,4.0,0.0,0.0,0.0,99380.0,0.0,0.0,514.0006447977461,333.4150417589052,9.77162457234856,8.464140370295834,0.0,31
310012,Espinosa,2018,1,0,0,1,4.0,1.0,2.0,2.0,0.0,0.0,0.0,99380.0,0.0,0.0,658.551939826927,334.04466130006034,10.140913564097405,8.073374119541155,0.0,31
310012,Espinosa,2019,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99380.0,0.0,0.0,672.8996475145905,323.3662534715234,10.386636144093378,7.644216743811632,0.0,31
310012,Espinosa,2020,2,1,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,99380.0,0.0,0.0,884.0473809619642,93.09509186959147,10.452692895954922,7.162356510364259,0.01585832159388207,31
310012,Espinosa,2021,4,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99380.0,0.0,0.0,956.8396123968606,139.364508351781,,6.877083215938821,0.0724994968806601,31
310012,Espinosa,2022,3,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99380.0,0.0,0.0,,,,,0.08699939625679211,31
310013,Teófilo Otoni,2013,71,9,30,40,46.0,0.0,25.0,21.0,0.0,0.0,0.0,501863.0,0.0,0.0,492.585008020117,335.44414023349,14.555908504910702,8.529419443154804,0.0,31
310013,Teófilo Otoni,2014,78,9,37,41,41.0,0.0,22.0,19.0,0.0,0.0,0.0,501863.0,0.0,0.0,597.4112833183559,336.2569065462089,14.945596507413379,8.541211764963746,0.0,31
310013,Teófilo Otoni,2015,64,10,22,42,44.0,4.0,27.0,17.0,0.0,0.0,0.0,501863.0,0.0,0.0,606.7020813648346,305.0259191651905,14.906590762817743,8.55408278753365,0.0,31
310013,Teófilo Otoni,2016,40,3,12,28,36.0,11.0,22.0,14.0,0.0,0.0,0.0,501863.0,0.0,0.0,674.101383684392,286.37805205803176,14.396914137922101,8.436724205609897,0.0,31
310013,Teófilo Otoni,2017,60,9,23,37,36.0,10.0,25.0,11.0,0.0,0.0,0.0,501863.0,0.0,0.0,711.79629402845,281.4822405517043,13.798386093415933,8.325137417980605,0.0,31
310013,Teófilo Otoni,2018,53,3,18,35,56.0,14.0,27.0,29.0,0.0,0.0,0.0,501863.0,0.0,0.0,687.1441121979504,286.3678583996031,13.937467137445877,8.200159186869723,0.0,31
310013,Teófilo Otoni,2019,54,4,18,36,42.0,25.0,27.0,15.0,0.0,0.0,0.0,501863.0,0.0,0.0,785.0634223284043,277.9241404526733,14.456739568368258,8.044624608707956,0.0,31
310013,Teófilo Otoni,2020,38,2,10,28,17.0,3.0,9.0,8.0,0.0,0.0,0.0,501863.0,0.0,0.0,1088.8285897545743,83.47365791062501,14.61006240746977,7.838882742899955,0.024440933083331506,31
310013,Teófilo Otoni,2021,31,4,7,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501863.0,0.0,0.0,1093.430405967366,138.0568764981678,,7.592761889200838,0.0761921082048288,31
310013,Teófilo Otoni,2022,14,1,5,9,0.0,0.0,0.0,0.0,3.0,0.0,3.0,501863.0,3.0,3.0,,,,,0.09143052984579457,31
310014,Capelinha,2013,5,0,3,2,4.0,1.0,0.0,4.0,0.0,0.0,0.0,178268.0,0.0,0.0,389.4117937599569,359.31088860591916,12.957229059618104,9.830911773285168,0.0,31
310014,Capelinha,2014,7,0,3,4,6.0,0.0,3.0,3.0,0.0,0.0,0.0,178268.0,0.0,0.0,441.6713903785312,344.370786344156,14.999052381807166,9.821721004330561,0.0,31
310014,Capelinha,2015,7,0,1,6,4.0,2.0,2.0,2.0,0.0,0.0,0.0,178268.0,0.0,0.0,452.57409467767627,298.9885557699643,14.542036989252138,9.822934963089281,0.0,31
310014,Capelinha,2016,10,3,2,8,8.0,3.0,4.0,4.0,0.0,0.0,0.0,178268.0,0.0,0.0,491.4924648843316,264.8868718446385,12.610338535239078,9.637834271994974,0.0,31
310014,Capelinha,2017,3,0,1,2,5.0,1.0,2.0,3.0,0.0,0.0,0.0,178268.0,0.0,0.0,525.2705752013821,236.4778299526555,13.481576054031008,9.47666855520901,0.0,31
310014,Capelinha,2018,12,2,5,7,9.0,2.0,5.0,4.0,0.0,0.0,0.0,178268.0,0.0,0.0,565.2265628155361,230.7507445531447,14.720237171000965,9.302117317746315,0.0,31
310014,Capelinha,2019,9,1,5,4,2.0,4.0,1.0,1.0,0.0,0.0,0.0,178268.0,0.0,0.0,598.8224113133036,217.63553284941773,14.902083043507528,9.097955213498778,0.0,31
310014,Capelinha,2020,9,0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178268.0,0.0,0.0,782.9122985056209,62.959707799492904,15.250344593533331,8.82732144860547,0.006983866986783944,31
310014,Capelinha,2021,5,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178268.0,0.0,0.0,882.204768494626,99.75291336639216,,8.517034072295646,0.0527632553234456,31
310014,Capelinha,2022,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178268.0,0.0,0.0,,,,,0.0633159063881347,31
310015,Almenara,2013,8,1,2,6,3.0,0.0,1.0,2.0,0.0,0.0,0.0,173339.0,0.0,0.0,424.7930293240414,417.67970468273154,10.652199562706603,8.230206070186169,0.0,31
310015,Almenara,2014,13,0,9,4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,173339.0,0.0,0.0,505.6793775203502,439.2366318024218,10.942607260916471,8.260721880246221,0.0,31
310015,Almenara,2015,8,1,5,3,3.0,0.0,1.0,2.0,0.0,0.0,0.0,173339.0,0.0,0.0,520.0796110511772,401.2752080605057,11.185735870173476,8.305239963308892,0.0,31
310015,Almenara,2016,8,0,2,6,4.0,1.0,3.0,1.0,0.0,0.0,0.0,173339.0,0.0,0.0,551.0618444204707,389.3296981637139,11.026326100877471,8.069949578571471,0.0,31
310015,Almenara,2017,9,0,4,5,5.0,2.0,2.0,3.0,0.0,0.0,0.0,173339.0,0.0,0.0,624.4480784474355,389.1255086276025,10.851990319547244,7.843274392952537,0.0,31
310015,Almenara,2018,4,0,0,4,4.0,0.0,2.0,2.0,0.0,0.0,0.0,173339.0,0.0,0.0,654.50977016136,384.06343886834463,10.805212271906493,7.602253849393386,0.0,31
310015,Almenara,2019,17,1,3,14,7.0,4.0,3.0,4.0,0.0,0.0,0.0,173339.0,0.0,0.0,628.132466553978,365.8052768851788,11.3052040221762,7.339040665978229,0.0,31
310015,Almenara,2020,11,0,7,4,4.0,1.0,4.0,0.0,0.0,0.0,0.0,173339.0,0.0,0.0,967.7020435678063,104.28339848504953,11.162155775676565,7.028378379937579,0.02424151518123446,31
310015,Almenara,2021,5,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173339.0,0.0,0.0,1006.3364353088458,177.91525582817482,,6.834323377889569,0.08882017318664583,31
310015,Almenara,2022,3,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173339.0,0.0,0.0,,,,,0.10658420782397497,31
310016,Diamantina,2013,9,2,2,7,1.0,1.0,0.0,1.0,0.0,0.0,0.0,128844.0,0.0,0.0,528.5044633044612,265.6342911583,15.303485610505726,9.33260726149452,0.0,31
310016,Diamantina,2014,5,1,0,5,3.0,1.0,1.0,2.0,0.0,0.0,0.0,128844.0,0.0,0.0,608.422984849896,250.16365775666702,16.050631616528516,9.451248952221288,0.0,31
310016,Diamantina,2015,10,3,3,7,5.0,2.0,3.0,2.0,0.0,0.0,0.0,128844.0,0.0,0.0,625.6130463195803,220.62521157368604,15.84997423240508,9.575652028810035,0.0,31
310016,Diamantina,2016,4,1,1,3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,128844.0,0.0,0.0,615.9516590605693,210.31608604203532,14.33833271242743,9.286001598832696,0.0,31
310016,Diamantina,2017,10,1,2,8,1.0,5.0,1.0,0.0,0.0,0.0,0.0,128844.0,0.0,0.0,707.2293187109992,200.74924699636767,14.67001226289156,9.023905032442334,0.0,31
310016,Diamantina,2018,8,0,0,8,7.0,3.0,4.0,3.0,0.0,0.0,0.0,128844.0,0.0,0.0,1037.4124447393747,196.93417109062122,14.909001893763,8.738633618950047,0.0,31
310016,Diamantina,2019,12,0,1,11,4.0,4.0,2.0,2.0,0.0,0.0,0.0,128844.0,0.0,0.0,1080.1347857098508,193.33008925522338,15.63963808947254,8.427263434851449,0.0,31
310016,Diamantina,2020,3,0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,128844.0,0.0,0.0,1440.8032620067677,59.02487636211233,15.255334590667786,8.063785042376828,0.007287883021328117,31
310016,Diamantina,2021,10,1,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128844.0,0.0,0.0,1593.624868833628,100.43828040110523,,7.724680699140046,0.07394213156996057,31
310016,Diamantina,2022,6,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128844.0,0.0,0.0,,,,,0.08873055788395269,31
310017,Araçuaí,2013,3,0,2,1,3.0,0.0,1.0,2.0,0.0,0.0,0.0,111074.0,0.0,0.0,362.05086491888295,382.57999702900764,9.876174532293787,9.362279021193078,0.0,31
310017,Araçuaí,2014,7,1,3,4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,111074.0,0.0,0.0,518.0629202153519,378.2475650467255,10.621064245457982,9.363741379620794,0.0,31
310017,Araçuaí,2015,6,1,3,3,4.0,3.0,2.0,2.0,0.0,0.0,0.0,111074.0,0.0,0.0,530.3606411041287,337.87030214091504,10.606135099123106,9.352469524821293,0.0,31
310017,Araçuaí,2016,8,0,3,5,5.0,6.0,2.0,3.0,0.0,0.0,0.0,111074.0,0.0,0.0,527.3027861605776,313.36594009399147,9.967661648990763,9.040743198228208,0.0,31
310017,Araçuaí,2017,8,0,2,6,2.0,2.0,1.0,1.0,0.0,0.0,0.0,111074.0,0.0,0.0,558.1277080144769,291.0757872229325,10.421749104200805,8.711788087221132,0.0,31
310017,Araçuaí,2018,0,0,0,0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,111074.0,0.0,0.0,578.0218481372779,277.96496677890417,10.152853503070023,8.39665997443146,0.0,31
310017,Araçuaí,2019,3,1,0,3,4.0,2.0,4.0,0.0,0.0,0.0,0.0,111074.0,0.0,0.0,638.4832632299187,255.5336590021067,10.507632929398422,8.039716585339503,0.0,31
310017,Araçuaí,2020,5,0,1,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,111074.0,0.0,0.0,779.3965659830384,73.00206546986692,10.360439526801951,7.632387237337269,0.004672560635252174,31
310017,Araçuaí,2021,4,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111074.0,0.0,0.0,914.0074657435583,122.0290331670778,,7.370922628157804,0.036849307668761364,31
310017,Araçuaí,2022,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111074.0,0.0,0.0,,,,,0.044219169202513633,31
310018,Pedra Azul,2013,6,0,2,4,4.0,0.0,2.0,2.0,0.0,0.0,0.0,93757.0,0.0,0.0,367.0940689228538,436.39234638480326,13.007379608989194,8.71002122508186,0.0,31
310018,Pedra Azul,2014,10,1,3,7,3.0,0.0,2.0,1.0,0.0,0.0,0.0,93757.0,0.0,0.0,454.02900103458944,471.9656960013653,12.713462781445653,8.827211941508367,0.0,31
310018,Pedra Azul,2015,5,0,1,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,93757.0,0.0,0.0,453.5292349371247,434.36847574047806,12.367793444756128,8.956497754834304,0.0,31
310018,Pedra Azul,2016,4,0,3,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,93757.0,0.0,0.0,483.5707971671449,426.84735411755923,11.780226223108674,8.714282986870312,0.0,31
310018,Pedra Azul,2017,6,0,1,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,93757.0,0.0,0.0,525.9053810382158,429.48671789839693,13.06998037479868,8.49263692310974,0.0,31
310018,Pedra Azul,2018,4,0,2,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,93757.0,0.0,0.0,548.2701499621362,428.19867700545024,13.069497424192326,8.230910865322056,0.0,31
310018,Pedra Azul,2019,2,0,1,1,2.0,1.0,0.0,2.0,0.0,0.0,0.0,93757.0,0.0,0.0,578.674487664921,418.8076573482513,13.274827052913382,7.937473042012862,0.0,31
310018,Pedra Azul,2020,1,0,1,0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,93757.0,0.0,0.0,860.8901917723477,122.59072709237711,12.505682242392568,7.606077946180018,0.018846592787738516,31
310018,Pedra Azul,2021,4,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93757.0,0.0,0.0,884.4839347462057,206.79226169779326,,7.377358597224739,0.055409196113356866,31
310018,Pedra Azul,2022,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93757.0,0.0,0.0,,,,,0.06649103533602824,31
310019,Águas Formosas,2013,9,2,4,5,3.0,0.0,0.0,3.0,0.0,0.0,0.0,51689.0,0.0,0.0,452.233370156126,452.21958888738413,11.672960397763548,8.257817524037996,0.0,31
310019,Águas Formosas,2014,17,1,6,11,4.0,0.0,0.0,4.0,0.0,0.0,0.0,51689.0,0.0,0.0,535.8768045425527,482.99519781771755,11.59116369053377,8.481100621021882,0.0,31
310019,Águas Formosas,2015,4,0,1,3,4.0,1.0,3.0,1.0,0.0,0.0,0.0,51689.0,0.0,0.0,583.3224028323242,448.12049449592763,11.464971657412603,8.670492367815203,0.0,31
310019,Águas Formosas,2016,9,0,3,6,3.0,1.0,0.0,3.0,0.0,0.0,0.0,51689.0,0.0,0.0,667.2735823869683,456.00738841919946,11.632291203157342,8.444273249627582,0.0,31
310019,Águas Formosas,2017,10,0,4,6,3.0,0.0,1.0,2.0,0.0,0.0,0.0,51689.0,0.0,0.0,719.1540012381744,460.02925109791255,11.48223451798255,8.223400336628682,0.0,31
310019,Águas Formosas,2018,5,0,1,4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,51689.0,0.0,0.0,619.0625384511211,481.22604074367854,11.315134941670378,7.9928851399717535,0.0,31
310019,Águas Formosas,2019,4,0,1,3,4.0,2.0,3.0,1.0,0.0,0.0,0.0,51689.0,0.0,0.0,829.4849383814737,477.495895064714,11.833524734469615,7.736357832420824,0.0,31
310019,Águas Formosas,2020,6,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51689.0,0.0,0.0,1059.2674075722107,145.78709241811606,12.111034456073826,7.43359534910716,0.02145524192768287,31
310019,Águas Formosas,2021,3,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51689.0,0.0,0.0,1290.381226373116,258.4598976571417,,7.204157751165625,0.07049855868753506,31
310019,Águas Formosas,2022,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51689.0,0.0,0.0,,,,,0.08459827042504209,31
310020,Governador Valadares,2013,54,2,21,33,22.0,8.0,13.0,9.0,0.0,0.0,0.0,456275.0,0.0,0.0,566.9725156320201,224.8408853213523,20.162422793271595,8.328392592186729,0.0,31
310020,Governador Valadares,2014,62,5,26,36,23.0,12.0,10.0,13.0,0.0,0.0,0.0,456275.0,0.0,0.0,640.3456810256971,227.5705830475042,20.509976154731245,8.297522612459591,0.0,31
310020,Governador Valadares,2015,53,6,14,39,23.0,16.0,12.0,11.0,0.0,0.0,0.0,456275.0,0.0,0.0,701.7467514108814,199.98188526656074,20.357293803079283,8.275621719357844,0.0,31
310020,Governador Valadares,2016,62,6,27,35,36.0,14.0,21.0,15.0,0.0,0.0,0.0,456275.0,0.0,0.0,720.8486932661225,183.9665466440195,19.602317922305627,8.202172154950416,0.0,31
310020,Governador Valadares,2017,51,4,16,35,38.0,19.0,13.0,25.0,0.0,0.0,0.0,456275.0,0.0,0.0,794.7796295435866,180.3898560955564,19.581513385567913,8.130290986795243,0.0,31
310020,Governador Valadares,2018,53,1,19,34,35.0,37.0,22.0,13.0,0.0,0.0,0.0,456275.0,0.0,0.0,837.7309683414609,178.88849638923895,19.620453914853982,8.053578412141801,0.0,31
310020,Governador Valadares,2019,44,4,13,31,43.0,19.0,27.0,16.0,0.0,0.0,0.0,456275.0,0.0,0.0,913.1901375047943,170.42940715577228,20.30741699632896,7.944998520629009,0.0,31
310020,Governador Valadares,2020,32,3,12,20,12.0,12.0,9.0,3.0,0.0,0.0,0.0,456275.0,0.0,0.0,1115.660974521944,51.28614760835022,19.243455635307654,7.784155805161361,0.03699961645937209,31
310020,Governador Valadares,2021,51,4,19,32,0.0,0.0,0.0,0.0,21.0,0.0,21.0,456275.0,5.25,5.25,1232.8830823954852,82.70398391321021,,7.5704519423593215,0.09732946139937537,31
310020,Governador Valadares,2022,15,2,4,11,0.0,0.0,0.0,0.0,65.0,32.0,44.0,456275.0,22.0,32.5,,,,,0.11679535367925044,31
310021,Guanhães,2013,6,1,1,5,11.0,1.0,6.0,5.0,0.0,0.0,0.0,198318.0,0.0,0.0,443.6154788773586,324.67828225375405,14.100486088000082,8.815046894381748,0.0,31
310021,Guanhães,2014,3,0,1,2,6.0,1.0,2.0,4.0,0.0,0.0,0.0,198318.0,0.0,0.0,531.8993198801926,325.1771167014593,13.636449439788622,9.004847517623212,0.0,31
310021,Guanhães,2015,4,0,0,4,4.0,5.0,1.0,3.0,0.0,0.0,0.0,198318.0,0.0,0.0,565.3911096824294,291.9965202856019,13.857926814510027,9.194909387952682,0.0,31
310021,Guanhães,2016,3,1,0,3,11.0,3.0,2.0,9.0,0.0,0.0,0.0,198318.0,0.0,0.0,574.1844318216198,272.23579584304,13.836361248096491,8.948875392047116,0.0,31
310021,Guanhães,2017,5,0,1,4,4.0,3.0,2.0,2.0,0.0,0.0,0.0,198318.0,0.0,0.0,598.3281990036205,266.1155902641213,13.57983097852943,8.722902661382225,0.0,31
310021,Guanhães,2018,12,1,5,7,8.0,5.0,4.0,4.0,0.0,0.0,0.0,198318.0,0.0,0.0,632.1447837311792,259.1255596062889,13.691341935679059,8.46685056323682,0.0,31
310021,Guanhães,2019,4,0,0,4,9.0,3.0,1.0,8.0,0.0,0.0,0.0,198318.0,0.0,0.0,691.8706930283686,239.21357441079473,14.587532901703323,8.186697879163766,0.0,31
310021,Guanhães,2020,3,0,2,1,2.0,1.0,0.0,2.0,0.0,0.0,0.0,198318.0,0.0,0.0,900.0421525529706,68.08432562853598,14.727845430066866,7.8653815084863705,0.013836363819723878,31
310021,Guanhães,2021,6,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198318.0,0.0,0.0,1011.4187800905617,112.55511647959337,,7.546868615052593,0.06439153279077038,31
310021,Guanhães,2022,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198318.0,0.0,0.0,,,,,0.07726983934892447,31
310022,Mantena,2013,6,0,1,5,3.0,1.0,1.0,2.0,0.0,0.0,0.0,65857.0,0.0,0.0,400.2261100566379,260.1039055833093,13.74709081798442,7.6842659094705175,0.0,31
310022,Mantena,2014,3,0,1,2,3.0,0.0,2.0,1.0,0.0,0.0,0.0,65857.0,0.0,0.0,558.690676921208,270.93604081570675,13.777899084379792,7.60124314803286,0.0,31
310022,Mantena,2015,6,0,3,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,65857.0,0.0,0.0,574.2859855444372,246.398455441335,14.1296462031371,7.527563356970406,0.0,31
310022,Mantena,2016,4,0,2,2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,65857.0,0.0,0.0,533.7434761680611,231.45262811849918,14.075417039950194,7.485584675888667,0.0,31
310022,Mantena,2017,7,0,1,6,2.0,0.0,1.0,1.0,0.0,0.0,0.0,65857.0,0.0,0.0,611.4213061633538,218.7777865678667,13.168148716157734,7.435794524500053,0.0,31
310022,Mantena,2018,4,1,2,2,1.0,3.0,1.0,0.0,0.0,0.0,0.0,65857.0,0.0,0.0,676.1157529192037,219.43079535964287,13.210211063364564,7.393884173284541,0.0,31
310022,Mantena,2019,7,0,1,6,2.0,1.0,2.0,0.0,0.0,0.0,0.0,65857.0,0.0,0.0,835.7203375495392,205.84817756654573,13.574831528918718,7.307723704389816,0.0,31
310022,Mantena,2020,0,0,0,0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,65857.0,0.0,0.0,1148.325887301274,60.020560912279635,13.730013665973248,7.1853909227568815,0.03398272013605236,31
310022,Mantena,2021,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65857.0,0.0,0.0,1125.2680577615138,101.10310642756274,,6.961518289627527,0.11426272074342894,31
310022,Mantena,2022,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65857.0,0.0,0.0,,,,,0.13711526489211473,31
310023,Aimorés - Resplendor,2013,3,0,2,1,4.0,2.0,2.0,2.0,0.0,0.0,0.0,60193.0,0.0,0.0,456.90948648513944,267.48413453391595,19.483386108019204,7.625111557822337,0.0,31
310023,Aimorés - Resplendor,2014,2,0,0,2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,60193.0,0.0,0.0,556.6656946821058,264.6400156164338,19.106195570913567,7.679113185918628,0.0,31
310023,Aimorés - Resplendor,2015,3,2,0,3,2.0,4.0,2.0,0.0,0.0,0.0,0.0,60193.0,0.0,0.0,563.132478859668,240.08404714833952,18.303214327247357,7.713036067316798,0.0,31
310023,Aimorés - Resplendor,2016,3,0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60193.0,0.0,0.0,589.8772254248832,236.00594670476636,17.846600767531108,7.6301139667403195,0.0,31
310023,Aimorés - Resplendor,2017,3,1,2,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,60193.0,0.0,0.0,632.1281358297476,231.17557755885235,17.949483162493976,7.54761301147974,0.0,31
310023,Aimorés - Resplendor,2018,7,0,3,4,3.0,1.0,1.0,2.0,0.0,0.0,0.0,60193.0,0.0,0.0,736.1918163241573,222.60433455717438,16.846276975728077,7.482796006180121,0.0,31
310023,Aimorés - Resplendor,2019,4,0,2,2,3.0,3.0,2.0,1.0,0.0,0.0,0.0,60193.0,0.0,0.0,692.6730633130097,202.7712139285299,16.558111242171016,7.363627830478627,0.0,31
310023,Aimorés - Resplendor,2020,3,0,0,3,1.0,3.0,1.0,0.0,0.0,0.0,0.0,60193.0,0.0,0.0,924.3291964181882,56.14503148206602,18.779498114398685,7.20694947917532,0.05412589503762896,31
310023,Aimorés - Resplendor,2021,3,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60193.0,0.0,0.0,1151.8182404930806,93.92777681790241,,7.007249347930823,0.1122721911185686,31
310023,Aimorés - Resplendor,2022,3,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60193.0,0.0,0.0,,,,,0.1347266293422823,31
